"glytoucan_ac","glycan_type","glycan_type_source","glycan_type_source_id","glycan_subtype","glycan_subtype_source","glycan_subtype_source_id"
"G20363CT","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G69272OB","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G26414FF","O-linked","Subsumption","G19656TZ","Core 6","Subsumption","G19656TZ"
"G26414FF","O-linked","Subsumption","G19656TZ","Core 3","Subsumption","G19656TZ"
"G39258JD","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G03720YG","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G56676XV","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G23593WY","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G42927HH","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G41811VQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G57914GV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G72750JC","N-linked","Subsumption","G29659GF","Complex","Subsumption","G29659GF"
"G24027FK","N-linked","Subsumption","G55360MM","Core-fucosylated","Subsumption","G55360MM"
"G24027FK","N-linked","Subsumption","G55360MM","Complex","Subsumption","G55360MM"
"G55578JG","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G60542VK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G68381LV","N-linked","Subsumption","G22914HB","","",""
"G83386PJ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G83386PJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G15503ZF","N-linked","Subsumption","G03089XS","Core-fucosylated","Subsumption","G03089XS"
"G15503ZF","N-linked","Subsumption","G03089XS","Complex","Subsumption","G03089XS"
"G84167AV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G42784QY","Glycosphingolipid","GlycoMotif","GGM.001109","Globo series","GlycoMotif","GGM.001109"
"G57158GS","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G57158GS","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G94470EI","O-linked","GlycoMotif","GGM.001012","Core 4","GlycoMotif","GGM.001012"
"G67821CP","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G57207XG","N-linked","GlycoMotif","GGM.001024","Bisected","Subsumption","G00695JO"
"G57207XG","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G57207XG","N-linked","GlycoMotif","GGM.001024","Complex","Subsumption","G12686TK"
"G25534RX","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G24739SA","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G18629WM","N-linked","Subsumption","G03864MI","Core-fucosylated","Subsumption","G00582VL"
"G18629WM","N-linked","Subsumption","G03864MI","Complex","Subsumption","G03864MI"
"G18629WM","N-linked","Subsumption","G03864MI","Hybrid","Subsumption","G00582VL"
"G20393XK","O-linked","GlycoMotif","GGM.001019","O-mannose","GlycoMotif","GGM.001019"
"G17940ZL","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G50318MT","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G06290ZS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G69762TP","O-linked","GlycoMotif","GGM.001012","Core 4","GlycoMotif","GGM.001012"
"G85447US","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G36525YB","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G36525YB","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G36525YB","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G58169YV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G94734OT","N-linked","GlycoMotif","GGM.001001","","",""
"G53923UR","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G41759WX","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G41759WX","N-linked","GlycoMotif","GGM.001024","Complex","Subsumption","G27716UU"
"G05022UB","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G12768AE","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G89597MB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G50165QT","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G78314LL","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G74835NG","Glycosphingolipid","GlycoMotif","GGM.001102","Muco series","GlycoMotif","GGM.001102"
"G37427PW","N-linked","GlycoMotif","GGM.001003","Hybrid","GlycoMotif","GGM.001003"
"G74716VH","Glycosphingolipid","Subsumption","G50813ST","Arthro series","Subsumption","G50813ST"
"G28096RS","Glycosphingolipid","Subsumption","G22732RT","Neo-lacto series","Subsumption","G07517TD"
"G28096RS","Glycosphingolipid","Subsumption","G22732RT","Lacto series","Subsumption","G22732RT"
"G78734OE","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G60554YG","O-linked","Subsumption","G00745GK","Core 7","Subsumption","G57226OB"
"G60554YG","O-linked","Subsumption","G00745GK","Core 6","Subsumption","G05955CJ"
"G60554YG","O-linked","Subsumption","G00745GK","Core 5","Subsumption","G57226OB"
"G60554YG","O-linked","Subsumption","G00745GK","Core 4","Subsumption","G15393WU"
"G60554YG","O-linked","Subsumption","G00745GK","Core 3","Subsumption","G05955CJ"
"G60554YG","O-linked","Subsumption","G00745GK","Core 2","Subsumption","G01707KB"
"G60554YG","O-linked","Subsumption","G00745GK","Core 1","Subsumption","G00745GK"
"G16650VJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G16743OM","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G16743OM","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G16743OM","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G96585HS","N-linked","GlycoMotif","GGM.001003","Hybrid","GlycoMotif","GGM.001003"
"G31028YV","N-linked","Subsumption","G00586TU","Complex","Subsumption","G00586TU"
"G42039AA","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G48194ZX","Glycosphingolipid","Subsumption","G17681PE","Isoglobo series","Subsumption","G17681PE"
"G48194ZX","Glycosphingolipid","Subsumption","G17681PE","Muco series","Subsumption","G68867HM"
"G48194ZX","Glycosphingolipid","Subsumption","G17681PE","Globo series","Subsumption","G17681PE"
"G53564VR","O-linked","Subsumption","G45819SH","Core 2","Subsumption","G09941BM"
"G53564VR","O-linked","Subsumption","G45819SH","Core 1","Subsumption","G45819SH"
"G59125FH","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G12541EY","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G96115PK","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G31674DQ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G31674DQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G89233BN","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G89233BN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G55945YW","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G77562VR","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G77562VR","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G77562VR","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G92869UT","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G92869UT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G99683ND","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G99683ND","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G38022PE","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G38022PE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G46473FU","N-linked","Subsumption","G33788DD","Core-fucosylated","Subsumption","G33788DD"
"G46473FU","N-linked","Subsumption","G33788DD","Complex","Subsumption","G33788DD"
"G02340QD","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G25836SQ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G25836SQ","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G25836SQ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G74410ZJ","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G44202NB","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G44202NB","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G26302DI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G26302DI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G28830RK","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G28830RK","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G37420XW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G83199QW","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G55521GY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G55521GY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G30657NA","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G30657NA","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G67323SW","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G67323SW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G68541BJ","O-linked","GlycoMotif","GGM.001009","Core 6","GlycoMotif","GGM.001015"
"G68541BJ","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G55091DF","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G95997CK","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G95997CK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G64518MK","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G07932PU","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G07353BE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G66994VV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G66994VV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G43482PE","O-linked","GlycoMotif","GGM.001013","Core 7","GlycoMotif","GGM.001017"
"G43482PE","O-linked","GlycoMotif","GGM.001013","Core 5","GlycoMotif","GGM.001013"
"G43981RC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G23592HP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G09718NJ","N-linked","GlycoMotif","GGM.001001","","",""
"G23532PU","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G30372CO","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G72735IY","N-linked","Subsumption","G19790PJ","Bisected","Subsumption","G19790PJ"
"G72735IY","N-linked","Subsumption","G19790PJ","Hybrid","Subsumption","G00281HB"
"G72735IY","Glycosphingolipid","Subsumption","G09603GS","Mollu series","Subsumption","G09603GS"
"G90443EG","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G90443EG","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G70410NP","N-linked","GlycoMotif","GGM.001003","Hybrid","GlycoMotif","GGM.001003"
"G56719TF","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G85838ZJ","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G63560NE","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G68175NA","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G86419OL","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G99354MR","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G99354MR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G27608TI","O-linked","GlycoMotif","GGM.001021","O-fucose","GlycoMotif","GGM.001021"
"G47058MH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G47058MH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G92594XW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G55084NR","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G55084NR","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G55084NR","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G84571QT","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G85702AE","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G85702AE","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G85702AE","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G99129GB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G22525FU","N-linked","Subsumption","G04222VM","Complex","Subsumption","G04222VM"
"G68957QP","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G68957QP","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G30202PY","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G30202PY","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G64236WJ","O-linked","Subsumption","G00978GW","Core 2","Subsumption","G00978GW"
"G68987VP","O-linked","Subsumption","G03591CN","Core 4","Subsumption","G03591CN"
"G84510SG","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G84510SG","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G04098TO","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G04098TO","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G04098TO","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G28046EY","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G90063KT","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G80647PR","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G80647PR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G35565NM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G22913YS","N-linked","Subsumption","G37938RD","Core-fucosylated","Subsumption","G37938RD"
"G22913YS","N-linked","Subsumption","G37938RD","Complex","Subsumption","G37938RD"
"G83920DK","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G64813JD","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G64813JD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G05681ZV","N-linked","GlycoMotif","GGM.001001","","",""
"G19506NG","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G34447YB","N-linked","Subsumption","G30106GO","Bisected","Subsumption","G30106GO"
"G34447YB","N-linked","Subsumption","G30106GO","Complex","Subsumption","G00413UF"
"G87577UZ","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G88140NN","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G88140NN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G94506PU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G94506PU","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G47242QB","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G47242QB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G80723WE","N-linked","Subsumption","G06078SG","Bisected","Subsumption","G06078SG"
"G80723WE","N-linked","Subsumption","G06078SG","Core-fucosylated","Subsumption","G06078SG"
"G80723WE","N-linked","Subsumption","G06078SG","Complex","Subsumption","G06078SG"
"G34609SH","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G51688VK","N-linked","GlycoMotif","GGM.001001","","",""
"G50762OP","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G93910CU","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G55143WF","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G56549DH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G70647ZZ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G70647ZZ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G51464JJ","N-linked","Subsumption","G00450EO","Core-fucosylated","Subsumption","G00450EO"
"G51464JJ","N-linked","Subsumption","G00450EO","Complex","Subsumption","G00450EO"
"G68765US","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G68765US","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G97814YJ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G97814YJ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G57601KU","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G07380TS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G04383CF","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G91803IU","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G93320VA","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G93320VA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G85200FA","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G77515ZX","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G58233BW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G50774CV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G77057AX","N-linked","GlycoMotif","GGM.001001","","",""
"G92050GC","N-linked","Subsumption","G01396FD","Truncated","Subsumption","G01396FD"
"G92050GC","Glycosphingolipid","Subsumption","G00288QM","Isoglobo series","Subsumption","G00288QM"
"G92050GC","Glycosphingolipid","Subsumption","G00288QM","Neo-lacto series","Subsumption","G03827BO"
"G92050GC","Glycosphingolipid","Subsumption","G00288QM","Lacto series","Subsumption","G11842GF"
"G92050GC","Glycosphingolipid","Subsumption","G00288QM","Globo series","Subsumption","G00288QM"
"G72291OX","N-linked","Subsumption","G44513XM","Bisected","Subsumption","G44513XM"
"G72291OX","N-linked","Subsumption","G44513XM","Truncated","Subsumption","G35503EE"
